Country,YearsCodePro,YearsCodeProCount
Tunisia,9-11 years,7.0
Turkey,0-2 years,215.0
Turkey,12-14 years,37.0
Turkey,15-17 years,30.0
Turkey,18-20 years,19.0
Turkey,3-5 years,216.0
Turkey,6-8 years,135.0
Turkey,9-11 years,78.0
Turkey,> 20 years,23.0
Turkmenistan,0-2 years,1.0
Turkmenistan,3-5 years,1.0
Turkmenistan,> 20 years,1.0
Uganda,0-2 years,21.0
Uganda,12-14 years,2.0
Uganda,3-5 years,18.0
Uganda,6-8 years,4.0
Ukraine,0-2 years,432.0
Ukraine,12-14 years,41.0
Ukraine,15-17 years,13.0
Ukraine,18-20 years,15.0
Ukraine,3-5 years,230.0
Ukraine,6-8 years,140.0
Ukraine,9-11 years,82.0
Ukraine,> 20 years,7.0
United Arab Emirates,0-2 years,30.0
United Arab Emirates,12-14 years,11.0
United Arab Emirates,15-17 years,4.0
United Arab Emirates,18-20 years,2.0
United Arab Emirates,3-5 years,50.0
United Arab Emirates,6-8 years,27.0
United Arab Emirates,9-11 years,20.0
United Arab Emirates,> 20 years,2.0
United Kingdom,0-2 years,1217.0
United Kingdom,12-14 years,349.0
United Kingdom,15-17 years,281.0
United Kingdom,18-20 years,309.0
United Kingdom,3-5 years,1219.0
United Kingdom,6-8 years,769.0
United Kingdom,9-11 years,626.0
United Kingdom,> 20 years,505.0
United Republic of Tanzania,0-2 years,17.0
United Republic of Tanzania,12-14 years,1.0
United Republic of Tanzania,3-5 years,13.0
United Republic of Tanzania,6-8 years,4.0
United Republic of Tanzania,9-11 years,1.0
United Republic of Tanzania,> 20 years,1.0
United States,0-2 years,4099.0
United States,12-14 years,1165.0
United States,15-17 years,899.0
United States,18-20 years,995.0
United States,3-5 years,4192.0
United States,6-8 years,2428.0
United States,9-11 years,1882.0
United States,> 20 years,1642.0
Uruguay,0-2 years,19.0
Uruguay,12-14 years,4.0
Uruguay,15-17 years,4.0
Uruguay,18-20 years,2.0
Uruguay,3-5 years,15.0
Uruguay,6-8 years,20.0
Uruguay,9-11 years,12.0
Uruguay,> 20 years,2.0
Uzbekistan,0-2 years,26.0
Uzbekistan,12-14 years,2.0
Uzbekistan,3-5 years,8.0
Uzbekistan,6-8 years,6.0
"Venezuela, Bolivarian Republic of...",0-2 years,54.0
"Venezuela, Bolivarian Republic of...",12-14 years,2.0
"Venezuela, Bolivarian Republic of...",15-17 years,2.0
"Venezuela, Bolivarian Republic of...",18-20 years,2.0
"Venezuela, Bolivarian Republic of...",3-5 years,20.0
"Venezuela, Bolivarian Republic of...",6-8 years,6.0
"Venezuela, Bolivarian Republic of...",9-11 years,8.0
"Venezuela, Bolivarian Republic of...",> 20 years,4.0
Viet Nam,0-2 years,91.0
Viet Nam,12-14 years,4.0
Viet Nam,15-17 years,2.0
Viet Nam,3-5 years,77.0
Viet Nam,6-8 years,19.0
Viet Nam,9-11 years,11.0
Viet Nam,> 20 years,3.0
Yemen,0-2 years,4.0
Yemen,12-14 years,1.0
Yemen,3-5 years,4.0
Yemen,6-8 years,2.0
Yemen,> 20 years,1.0
Zambia,0-2 years,4.0
Zambia,3-5 years,3.0
Zambia,6-8 years,1.0
Zimbabwe,0-2 years,22.0
Zimbabwe,3-5 years,5.0
Zimbabwe,6-8 years,2.0
Zimbabwe,9-11 years,1.0
Zimbabwe,> 20 years,1.0
